"data/discnote.lbl","ASTEROID","ASTEROID","discnote.tab","DISCNOTE_TAB","1801-01-01","1989-12-31","PUBLIT","PUBLISHED LITERATURE","COMPIL","COMPILATION","{ PILCHER1979, PILCHER1989 }"
"data/discover.lbl","ASTEROID","ASTEROID","discover.tab","DISCOVER_TAB","1801-01-01","2008-04-20","PUBLIT","PUBLISHED LITERATURE","COMPIL","COMPILATION","{ PILCHER1979, PILCHER1989 }"
